"handleId","fieldType","name","description","productImageUrl","collections","sku","ribbon","price","surcharge","visible","discountMode","discountValue","inventory","weight","productOptionName1","productOptionType1","productOptionDescription1","productOptionName2","productOptionType2","productOptionDescription2","productOptionName3","productOptionType3","productOptionDescription3","productOptionName4","productOptionType4","productOptionDescription4","productOptionName5","productOptionType5","productOptionDescription5","productOptionName6","productOptionType6","productOptionDescription6","additionalInfoTitle1","additionalInfoDescription1","additionalInfoTitle2","additionalInfoDescription2","additionalInfoTitle3","additionalInfoDescription3","additionalInfoTitle4","additionalInfoDescription4","additionalInfoTitle5","additionalInfoDescription5","additionalInfoTitle6","additionalInfoDescription6","customTextField1","customTextCharLimit1","customTextMandatory1","customTextField2","customTextCharLimit2","customTextMandatory2"
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f","Variant","","","","","","","","0","true","","","2","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f0","Product","Black and Neutral Floral Lace Cotton Pleated Masks","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_538632f836054dada21386b5414b26d7~mv2.jpg","Pleated Masks","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f0","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f0","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f0","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f0","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f1","Product","Black and Neutral Floral Lace Cotton Scrub Caps","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_538632f836054dada21386b5414b26d7~mv2.jpg","Scrub Caps","","","8.0","","true","PERCENT","0.0","2","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f2","Product","Black and Neutral Floral Lace Cotton Zippy Clutch","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_538632f836054dada21386b5414b26d7~mv2.jpg","Zippy Clutch","","","30.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f2","Variant","","","","","","","","10.0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f2","Variant","","","","","","","","5.0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_8f6f4817-9b9d-832f-aaef-54c7acbf5b2f2","Variant","","","","","","","",0,"true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac385","Product","Halloween Web Domino Fitted Mask","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_9589469f44104aedb40db29133e1a86e~mv2.jpg","Domino Fitted Mask","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Extra Large;Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac385","Variant","","","","","","","","0","true","","","2","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac385","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac385","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac385","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac385","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac3850","Product","Halloween Web Pleated Masks","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_9589469f44104aedb40db29133e1a86e~mv2.jpg","Pleated Masks","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac3850","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac3850","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac3850","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac3850","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac3851","Product","Halloween Web Scrub Caps","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_9589469f44104aedb40db29133e1a86e~mv2.jpg","Scrub Caps","","","8.0","","true","PERCENT","0.0","2","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac3852","Product","Halloween Web Zippy Clutch","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_9589469f44104aedb40db29133e1a86e~mv2.jpg","Zippy Clutch","","","30.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac3852","Variant","","","","","","","","10.0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac3852","Variant","","","","","","","","5.0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_2fed073f-480b-8e74-09b9-92c05aaac3852","Variant","","","","","","","",0,"true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c","Product","Marvel Avengers Domino Fitted Mask","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_daa9d179e50f446eb04598802c06aaad~mv2.jpg","Domino Fitted Mask","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Extra Large;Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c","Variant","","","","","","","","0","true","","","2","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c0","Product","Marvel Avengers Pleated Masks","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_daa9d179e50f446eb04598802c06aaad~mv2.jpg","Pleated Masks","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c0","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c0","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c0","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c0","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c1","Product","Marvel Avengers Scrub Caps","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_daa9d179e50f446eb04598802c06aaad~mv2.jpg","Scrub Caps","","","8.0","","true","PERCENT","0.0","2","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c2","Product","Marvel Avengers Zippy Clutch","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_daa9d179e50f446eb04598802c06aaad~mv2.jpg","Zippy Clutch","","","30.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c2","Variant","","","","","","","","10.0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c2","Variant","","","","","","","","5.0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_4a650de1-8d5e-a6f3-068b-fdcece3ca34c2","Variant","","","","","","","",0,"true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc05","Product","Pastel Dots Domino Fitted Mask","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_8f79bcaa9c3743d4835c5289f3c7f31e~mv2.jpg","Domino Fitted Mask","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Extra Large;Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc05","Variant","","","","","","","","0","true","","","2","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc05","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc05","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc05","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc05","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc050","Product","Pastel Dots Pleated Masks","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_8f79bcaa9c3743d4835c5289f3c7f31e~mv2.jpg","Pleated Masks","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc050","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc050","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc050","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc050","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc051","Product","Pastel Dots Scrub Caps","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_8f79bcaa9c3743d4835c5289f3c7f31e~mv2.jpg","Scrub Caps","","","8.0","","true","PERCENT","0.0","2","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc052","Product","Pastel Dots Zippy Clutch","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_8f79bcaa9c3743d4835c5289f3c7f31e~mv2.jpg","Zippy Clutch","","","30.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc052","Variant","","","","","","","","10.0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc052","Variant","","","","","","","","5.0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_aeeba30d-fff8-f886-28e4-757d6066cc052","Variant","","","","","","","",0,"true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae","Product","Brown and Black Pattern Domino Fitted Mask","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_cb88eb53cf844a07a1f8aa6a07bf9042~mv2.jpg","Domino Fitted Mask","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Extra Large;Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae","Variant","","","","","","","","0","true","","","2","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae0","Product","Brown and Black Pattern Pleated Masks","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_cb88eb53cf844a07a1f8aa6a07bf9042~mv2.jpg","Pleated Masks","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae0","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae0","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae0","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae0","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae1","Product","Brown and Black Pattern Scrub Caps","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_cb88eb53cf844a07a1f8aa6a07bf9042~mv2.jpg","Scrub Caps","","","8.0","","true","PERCENT","0.0","2","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae2","Product","Brown and Black Pattern Zippy Clutch","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_cb88eb53cf844a07a1f8aa6a07bf9042~mv2.jpg","Zippy Clutch","","","30.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae2","Variant","","","","","","","","10.0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae2","Variant","","","","","","","","5.0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_a83fa4f5-488e-d96b-2d19-1631238f88ae2","Variant","","","","","","","",0,"true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b","Product","Blue on Blue Pattern Domino Fitted Mask","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_35c2533e1d3948e2801351ac3d0f0f6a~mv2.jpg","Domino Fitted Mask","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Extra Large;Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b","Variant","","","","","","","","0","true","","","2","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b0","Product","Blue on Blue Pattern Pleated Masks","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_35c2533e1d3948e2801351ac3d0f0f6a~mv2.jpg","Pleated Masks","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b0","Variant","","","","","","","","0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b0","Variant","","","","","","","","0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b0","Variant","","","","","","","","0","true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b0","Variant","","","","","","","",0,"true","","","2","","","","Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b1","Product","Blue on Blue Pattern Scrub Caps","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_35c2533e1d3948e2801351ac3d0f0f6a~mv2.jpg","Scrub Caps","","","8.0","","true","PERCENT","0.0","2","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b2","Product","Blue on Blue Pattern Zippy Clutch","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_35c2533e1d3948e2801351ac3d0f0f6a~mv2.jpg","Zippy Clutch","","","30.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Large;Medium;Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b2","Variant","","","","","","","","10.0","true","","","2","","","","Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b2","Variant","","","","","","","","5.0","true","","","2","","","","Medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_3509e2fe-df2f-f5d0-b12d-6e899266cb3b2","Variant","","","","","","","",0,"true","","","2","","","","Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_bba2d3ba-f286-fa0d-a2a3-eef5ef461f5c","Product","Checkers Domino Fitted Mask","Fitted masks 100%cotton, made in the USAThis is a non-medical face mask made from quilter’s cotton. It is not an N-95 mask. NOTE: Wearing a face mask is not a guarantee against infection.Item is handmade by me. Thank you for looking.Machine wash and lay flat to dry.","a680d7_d83c041a07f8442586be9b0d657ce13d~mv2.jpg","Domino Fitted Mask","","","12.0","","true","PERCENT","0.0","2","0.0","Sizes","DROP_DOWN","Extra Large;Large;Medium;Small;Extra Small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"product_bba2d3ba-f286-fa0d-a2a3-eef5ef461f5c","Variant","","","","","","","","0","true","","","2","","","","Extra Large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
